brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
Genesis,GV80 2.5T,2023,8100.0,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,0,1,57300.0,2.5,4 CYLINDER,300.0,NA,NA,Manual,6.0,Silver,Gloss,Beige
MINI,Hardtop Cooper S,2016,43073.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,0,0,17999.0,2.0,I4,310.0,GDI,Turbo,Automatic,6.0,Orange,Gloss,Black
Land,Rover Range Rover Velar R-Dynamic S,2023,12425.0,Gasoline,I4,Automatic,Firenze Red,Ebony,0,0,57619.0,2.0,I4,310.0,NA,NA,Automatic,8.0,Red,Gloss,Ebony
BMW,530 i xDrive,2020,23195.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,0,0,38900.0,2.0,I4,310.0,GDI,Turbo,Automatic,8.0,Miscellaneous,Metallic,Black
Jeep,Grand Cherokee Laredo,2011,118000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,1,1,12500.0,5.7,8 CYLINDER,360.0,NA,NA,Automatic,8.0,Gold,Gloss,Black
Toyota,Tacoma SR5,2018,65290.0,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,1,1,26450.0,3.5,V6,278.0,NA,NA,Automatic,6.0,Blue,Gloss,Black
Porsche,911 Carrera Cabriolet,2001,47885.0,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,0,31995.0,3.4,FLAT 6,300.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Jeep,Gladiator Sport S,2020,13000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,0,1,39500.0,3.6,V6,285.0,NA,NA,Automatic,8.0,Gray,Gloss,Miscellaneous
Dodge,Challenger SRT Hellcat,2018,29475.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,0,1,62999.0,6.2,8 CYLINDER,707.0,NA,NA,Automatic,8.0,Orange,Gloss,Black
Jeep,Renegade Trailhawk,2017,78717.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,17500.0,2.4,4 CYLINDER,180.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Ford,F-150 Lariat,2021,9142.0,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,0,1,61500.0,3.5,V6,430.0,NA,NA,Automatic,10.0,Black,Gloss,Gray
Jaguar,XF Premium,2011,106000.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,1,1,9400.0,5.0,8 CYLINDER,385.0,NA,NA,Automatic,6.0,Brown,Gloss,Beige
RAM,1500 Laramie,2022,3521.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,0,1,51074.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,Black,Gloss,Black
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,0,1,16750.0,2.0,4 CYLINDER,210.0,NA,NA,Automatic,6.0,Gray,Gloss,Black
Porsche,Macan Turbo,2016,46000.0,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,0,1,38000.0,3.6,V6,400.0,NA,NA,Manual,6.0,Gray,Gloss,Miscellaneous
BMW,X4 M Competition,2020,18362.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,0,1,60000.0,3.0,STRAIGHT 6,503.0,NA,NA,Automatic,8.0,Black,Gloss,Orange
Lexus,RX 350 Base,2013,164500.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,1,1,16500.0,3.5,V6,270.0,NA,NA,Automatic,6.0,White,Gloss,Black
GMC,Terrain SLT,2020,55018.0,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,1,1,25500.0,1.5,4 CYLINDER,170.0,NA,NA,Automatic,9.0,Black,Gloss,Black
Nissan,Maxima SV,2022,36466.0,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,0,0,24980.0,3.5,V6,300.0,GDI,NA,AUTOMATIC CVT,7.0,Silver,Metallic,Miscellaneous
Volvo,S60 B5 Inscription,2022,14280.0,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,0,1,36500.0,2.0,4 CYLINDER,247.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Subaru,Outback 2.5i Premium,2013,116000.0,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,1,1,12500.0,2.5,4 CYLINDER,173.0,NA,NA,Automatic,8.0,Blue,Gloss,Beige
RAM,1500 Laramie,2022,16184.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,0,0,46999.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,Miscellaneous,Metallic,Black
Porsche,Boxster Base,1997,132800.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,0,0,8500.0,2.5,FLAT 6,201.0,NA,NA,Manual,5.0,Red,Gloss,Beige
Ford,Explorer XLT,2020,45000.0,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,0,1,33500.0,2.3,4 CYLINDER,300.0,NA,NA,Automatic,10.0,Silver,Gloss,Black
Ford,F-150 Lariat,2013,102000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,0,1,23000.0,3.5,V6,365.0,NA,NA,Automatic,6.0,White,Gloss,Black
Ford,Excursion XLS,2004,163000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,1,1,18000.0,6.0,8 CYLINDER,325.0,NA,NA,Automatic,5.0,Silver,Gloss,Gray
BMW,M8 Competition,2023,3500.0,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,0,1,129000.0,4.4,8 CYLINDER,617.0,NA,NA,Automatic,8.0,Gray,Gloss,Gray
Porsche,Panamera GTS,2016,42526.0,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,0,1,66200.0,4.8,8 CYLINDER,440.0,NA,NA,Automatic,7.0,Blue,Gloss,Black
Mazda,Mazda3 i Touring,2012,144900.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,0,1,6000.0,2.0,4 CYLINDER,155.0,NA,NA,Manual,6.0,Black,Gloss,Miscellaneous
GMC,Sierra 1500 SLT,2016,85000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,32750.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,8.0,White,Gloss,Black
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,0,1,111000.0,3.0,V6,188.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Mercedes-Benz,GL-Class GL 450,2011,93000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,1,1,11900.0,4.7,8 CYLINDER,335.0,NA,NA,Automatic,8.0,Gray,Gloss,Beige
RAM,1500 Big Horn,2022,11468.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,0,1,50204.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,White,Gloss,Black
Lexus,NX 300 Base,2019,25470.0,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,0,1,32500.0,2.0,4 CYLINDER,235.0,NA,NA,Manual,6.0,Silver,Gloss,Red
BMW,435 i xDrive,2014,90347.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,0,1,21800.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
GMC,Yukon SLE,2017,96000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,0,1,34000.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Honda,Pilot EX-L,2016,80500.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,0,1,23000.0,3.5,V6,280.0,NA,NA,Automatic,6.0,Gray,Gloss,Black
Audi,A5 Sportback S line Premium Plus,2021,35000.0,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,0,1,37499.0,2.0,4 CYLINDER,261.0,NA,NA,Automatic,7.0,Black,Gloss,Black
Porsche,911 Carrera,1995,49900.0,–,–,6-Speed M/T,Silver,Gray,1,1,97993.0,3.5,NA,310.0,NA,NA,Manual,6.0,Silver,Gloss,Gray
Honda,Civic Sport,2020,121212.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,1,1,18387.0,1.5,I4,310.0,GDI,Turbo,AUTOMATIC CVT,7.0,White,Gloss,Miscellaneous
Mercedes-Benz,G 550 4x4 Squared Base,2018,14381.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,0,0,204900.0,4.0,V8,310.0,GDI,Twin Turbo,Automatic,7.0,Miscellaneous,Gloss,Black
Porsche,Panamera Platinum Edition,2022,13500.0,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,0,1,86999.0,2.9,V6,325.0,NA,NA,Automatic,8.0,Green,Gloss,Black
BMW,740e xDrive iPerformance,2019,33214.0,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,0,1,43500.0,2.0,4 CYLINDER,322.0,NA,NA,Automatic,8.0,White,Gloss,Black
Ford,F-250 XLT,2017,29719.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,0,1,31000.0,6.2,8 CYLINDER,385.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Lincoln,Corsair Standard,2022,4520.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,0,1,38500.0,2.0,4 CYLINDER,250.0,NA,NA,Automatic,8.0,Beige,Gloss,Beige
Hyundai,Sonata Sport,2017,84129.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,0,0,14599.0,2.4,I4,310.0,GDI,NA,Automatic,6.0,Black,Gloss,Miscellaneous
Nissan,Maxima 3.5 SR,2019,72150.0,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,1,1,26999.0,3.5,V6,300.0,NA,NA,Variable,7.0,White,Gloss,Black
GMC,Yukon SLT,2015,94500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,1,1,30000.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,0,1,39999.0,4.7,8 CYLINDER,449.0,NA,NA,Automatic,9.0,White,Gloss,Beige
Cadillac,CTS Base,2010,81696.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,1,1,9499.0,3.0,V6,270.0,NA,NA,Automatic,6.0,Silver,Gloss,Beige
Cadillac,CTS Base,2005,94100.0,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,0,1,6099.0,3.6,V6,255.0,NA,NA,Manual,6.0,White,Gloss,Beige
Ford,Explorer Limited,2022,17500.0,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,0,1,46000.0,3.3,V6,318.0,NA,NA,Automatic,10.0,White,Gloss,Black
Acura,RDX,2016,132252.0,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,0,0,18998.0,3.5,NA,310.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Toyota,Highlander XLE,2022,4437.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,0,1,42000.0,3.5,V6,295.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,23000.0,2.0,4 CYLINDER,220.0,NA,NA,Manual,6.0,White,Gloss,Black
Nissan,Pickup Truck XE,1994,89144.0,–,–,A/T,Red,Gray,0,1,5899.0,3.5,NA,310.0,NA,NA,Automatic,8.0,Red,Gloss,Gray
Toyota,Corolla CE,2008,170000.0,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,0,1,5199.0,1.8,4 CYLINDER,126.0,NA,NA,Automatic,8.0,Gray,Gloss,Gray
Honda,Element EX,2008,122000.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,0,1,10500.0,2.4,4 CYLINDER,166.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Toyota,Camry Solara SE,2008,57852.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,0,0,13900.0,3.3,V6,210.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
Hyundai,Genesis 4.6,2010,120321.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,0,1,10500.0,4.6,8 CYLINDER,378.0,NA,NA,Manual,6.0,White,Gloss,Beige
BMW,325 Ci,2004,178000.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,0,1,5750.0,2.5,STRAIGHT 6,184.0,NA,NA,Automatic,5.0,Blue,Gloss,Brown
BMW,M3 Base,2002,60255.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,0,1,28750.0,3.2,STRAIGHT 6,333.0,NA,NA,Manual,6.0,Yellow,Gloss,Black
Land,Rover Range Rover Sport HSE Dynamic,2019,77690.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,0,1,43500.0,3.0,V6,380.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Chevrolet,Corvette ZR-1,2009,18000.0,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,1,78000.0,6.2,8 CYLINDER,638.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Honda,Prelude Type SH,2001,125000.0,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,0,1,18000.0,2.2,4 CYLINDER,200.0,NA,NA,Manual,5.0,Red,Gloss,Black
Lexus,NX 300 Base,2021,6449.0,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,1,0,35999.0,2.0,I4,310.0,PDI,Turbo,Automatic,6.0,Silver,Gloss,Black
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,0,1,27500.0,2.0,4 CYLINDER,228.0,NA,NA,Manual,6.0,Black,Gloss,Black
Nissan,Armada LE,2009,87130.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,0,1,20000.0,5.6,8 CYLINDER,317.0,NA,NA,Automatic,8.0,Brown,Gloss,Black
Lexus,SC 300 Base,1998,165000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,0,1,8700.0,3.0,STRAIGHT 6,225.0,NA,NA,Automatic,8.0,Miscellaneous,Gloss,Beige
Toyota,Camry Solara SLE,2008,73000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,1,1,11500.0,3.3,V6,210.0,NA,NA,Automatic,5.0,Blue,Gloss,Beige
Porsche,Macan S,2020,22354.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,0,0,54900.0,3.0,V6,300.0,GDI,Turbo,Automatic,7.0,Black,Gloss,Black
GMC,Terrain SLT,2019,60807.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,1,1,25925.0,2.0,I4,310.0,GDI,Turbo,Automatic,9.0,Red,Gloss,Gray
Jeep,Compass Latitude,2014,105000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,10950.0,2.0,4 CYLINDER,158.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Audi,Q7 3.0T Prestige,2018,63400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,29900.0,3.0,V6,333.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Ford,F-250 Platinum,2022,4500.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,0,1,86500.0,7.3,8 CYLINDER,430.0,NA,NA,Automatic,10.0,Black,Gloss,Black
Jeep,Gladiator Overland,2020,8025.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,0,1,42433.0,3.6,V6,300.0,MPFI,NA,Automatic,8.0,Red,Gloss,Black
Lincoln,Navigator L Reserve,2019,49131.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,0,0,55460.0,3.5,V6,300.0,PDI,Twin Turbo,Automatic,10.0,Miscellaneous,Gloss,Miscellaneous
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,1,1,29950.0,3.0,V6,329.0,NA,NA,Automatic,7.0,Black,Gloss,Black
Lexus,RX 350 Base,2021,5040.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,1,1,48900.0,3.5,V6,295.0,NA,NA,Automatic,8.0,Beige,Gloss,Beige
RAM,1500 Laramie,2022,12940.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,1,0,46999.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,White,Gloss,Black
Mitsubishi,Outlander Sport ES,2015,98385.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,1,1,10500.0,2.4,4 CYLINDER,166.0,NA,NA,Variable,7.0,Silver,Gloss,Black
Hyundai,Sonata SE,2013,43903.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,1,1,12500.0,2.4,4 CYLINDER,200.0,NA,NA,Automatic,8.0,Red,Gloss,Black
Ford,Mustang EcoBoost Premium,2017,41650.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,0,1,23600.0,2.3,4 CYLINDER,310.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
BMW,X5 PHEV xDrive45e,2022,31850.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,0,1,60500.0,3.0,STRAIGHT 6,389.0,NA,NA,Manual,6.0,White,Gloss,Black
Hyundai,Sonata Hybrid Limited,2013,96419.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,1,1,14999.0,2.4,4 CYLINDER,199.0,NA,NA,Automatic,6.0,Black,Gloss,Gray
Honda,Odyssey EX-L,2007,170000.0,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,0,1,7700.0,3.5,V6,244.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Chevrolet,Colorado LT Crew Cab,2009,139000.0,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,14500.0,5.3,8 CYLINDER,300.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Buick,Enclave Premium,2016,134655.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,0,1,18051.0,3.6,V6,300.0,GDI,NA,Automatic,6.0,Ebony,Metallic,Ebony
BMW,M235 i,2015,81000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,0,1,27890.0,3.0,STRAIGHT 6,320.0,NA,NA,Manual,6.0,White,Gloss,Red
McLaren,720S Performance,2020,9989.0,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,0,1,324995.0,4.0,8 CYLINDER,710.0,NA,NA,Automatic,7.0,Black,Gloss,Black
Kia,Telluride SX,2022,46347.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,0,0,46120.0,3.8,V6,300.0,GDI,NA,Automatic,8.0,White,Gloss,Black
Chevrolet,Corvette Base,2007,4048.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,0,1,38000.0,6.0,8 CYLINDER,400.0,NA,NA,Manual,6.0,Yellow,Gloss,Gray
Mercedes-Benz,S-Class S 63 AMG,2015,79876.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,0,1,45750.0,5.5,8 CYLINDER,577.0,NA,NA,Automatic,7.0,Black,Gloss,White
Toyota,Mirai Limited,2021,44000.0,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,0,1,18500.0,3.5,NA,182.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Alfa,Romeo Giulia Ti,2017,56910.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,0,0,23000.0,2.0,4 CYLINDER,280.0,NA,NA,Manual,6.0,Blue,Gloss,Black
Land,Rover Range Rover Sport HSE,2019,65019.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,0,1,40500.0,3.0,V6,340.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Nissan,370Z Touring,2009,133409.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,1,1,14999.0,3.7,V6,332.0,NA,NA,Manual,6.0,Silver,Gloss,Gray
BMW,330 i xDrive,2018,74381.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,1,1,22995.0,2.0,4 CYLINDER,248.0,NA,NA,Automatic,8.0,White,Gloss,Brown
Porsche,Macan,2023,2925.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,0,1,73300.0,2.0,I4,310.0,GDI,Turbo,Automatic,7.0,White,Metallic,Black
BMW,128 i,2013,67874.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,0,1,18000.0,3.0,STRAIGHT 6,230.0,NA,NA,Automatic,6.0,Gray,Gloss,Black
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,0,1,61000.0,5.5,8 CYLINDER,577.0,NA,NA,Automatic,7.0,White,Gloss,White
Jeep,Wrangler Sport,2014,71000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,0,1,22000.0,3.6,V6,285.0,NA,NA,Automatic,5.0,Gray,Gloss,Black
Ford,F-150 Raptor,2018,64517.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,0,1,47995.0,3.5,V6,450.0,NA,NA,Automatic,10.0,Black,Gloss,Black
Dodge,Sprinter 2500 High Roof,2004,55000.0,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,0,1,24000.0,2.7,5 CYLINDER,154.0,NA,NA,Automatic,8.0,White,Gloss,Gray
BMW,M550 i xDrive,2019,7580.0,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,1,51500.0,4.4,8 CYLINDER,456.0,NA,NA,Manual,6.0,Black,Gloss,Black
Hyundai,Sonata GLS,2010,135000.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,0,1,3999.0,2.4,4 CYLINDER,168.0,NA,NA,Manual,6.0,Blue,Gloss,Gray
Honda,Accord EX-L,2019,62200.0,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,1,1,21500.0,1.5,4 CYLINDER,192.0,NA,NA,Automatic,8.0,White,Gloss,Black
Cadillac,CTS 3.6L Premium,2014,69001.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,0,1,19500.0,3.6,V6,321.0,NA,NA,Automatic,6.0,Red,Gloss,Black
Toyota,4Runner Venture Special Edition,2021,28567.0,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,0,0,44775.0,4.0,NA,310.0,NA,NA,Automatic,8.0,Miscellaneous,Gloss,Black
Jaguar,XJ8 L,2006,78049.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,0,1,13980.0,4.2,8 CYLINDER,300.0,NA,NA,Automatic,6.0,White,Gloss,Beige
Ford,F-150 Lariat,2021,36821.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,0,0,49273.0,3.5,V6,300.0,PDI,Twin Turbo,Automatic,8.0,Black,Metallic,Black
